GENOA	B-NONE
’m	I-NARRATIVE
not	I-NARRATIVE
much	I-NARRATIVE
mistaken	I-NARRATIVE
.	I-NARRATIVE

In	B-NARRATIVE
the	I-NARRATIVE
chapel	I-NARRATIVE
beyond	I-NARRATIVE
,	I-NARRATIVE
a	I-NARRATIVE
man	I-NARRATIVE
is	I-NARRATIVE
on	I-NARRATIVE
his	I-NARRATIVE
knees	I-NARRATIVE
.	I-NARRATIVE

He	B-NARRATIVE
is	I-NARRATIVE
praying	I-NARRATIVE
to	I-NARRATIVE
Naples	I-NARRATIVE
’	I-NARRATIVE
very	I-NARRATIVE
own	I-NARRATIVE
saint	I-NARRATIVE
,	I-NARRATIVE
a	I-NARRATIVE
very	I-NARRATIVE
recent	I-NARRATIVE
one	I-NARRATIVE
,	I-NARRATIVE
Guiseppe	I-NARRATIVE
Moscati	I-NARRATIVE
,	I-NARRATIVE

who	B-NARRATIVE
died	I-NARRATIVE
in	I-NARRATIVE
1927	I-NARRATIVE

and	B-NARRATIVE
was	I-NARRATIVE
canonized	I-NARRATIVE
in	I-NARRATIVE
1987	I-NARRATIVE
.	I-NARRATIVE

We	B-NARRATIVE
can	I-NARRATIVE
see	I-NARRATIVE
his	I-NARRATIVE
study	I-NARRATIVE
and	I-NARRATIVE
bedroom	I-NARRATIVE
preserved	I-NARRATIVE
here	I-NARRATIVE
behind	I-NARRATIVE
glass	I-NARRATIVE
.	I-NARRATIVE

(	B-OTHER
What	I-OTHER
!	I-OTHER

He	B-OTHER
did	I-OTHER
n’t	I-OTHER
really	I-OTHER
work	I-OTHER

and	B-OTHER
sleep	I-OTHER
here	I-OTHER

did	B-OTHER
he	I-OTHER
!	I-OTHER
)	I-OTHER

On	B-NARRATIVE
the	I-NARRATIVE
way	I-NARRATIVE
out	I-NARRATIVE
,	I-NARRATIVE
I	I-NARRATIVE
notice	I-NARRATIVE
a	I-NARRATIVE
poor	I-NARRATIVE
woman	I-NARRATIVE

lighting	B-NARRATIVE
a	I-NARRATIVE
candle	I-NARRATIVE

which	B-NARRATIVE
she	I-NARRATIVE
places	I-NARRATIVE
beside	I-NARRATIVE
scores	I-NARRATIVE
of	I-NARRATIVE
others	I-NARRATIVE
at	I-NARRATIVE
the	I-NARRATIVE
saint	I-NARRATIVE
’s	I-NARRATIVE
feet	I-NARRATIVE
.	I-NARRATIVE

If	B-ARGUMENTATIVE
there	I-ARGUMENTATIVE
is	I-ARGUMENTATIVE
anything	I-ARGUMENTATIVE
else	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
interest	I-ARGUMENTATIVE
in	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
church	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

we	B-NARRATIVE
are	I-NARRATIVE
not	I-NARRATIVE
going	I-NARRATIVE
to	I-NARRATIVE
be	I-NARRATIVE
shown	I-NARRATIVE
it	I-NARRATIVE
,	I-NARRATIVE
maybe	I-NARRATIVE
because	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
service	I-NARRATIVE
still	I-NARRATIVE
in	I-NARRATIVE
progress	I-NARRATIVE

or	B-NARRATIVE
maybe	I-NARRATIVE
because	I-NARRATIVE
Sophia	I-NARRATIVE
’s	I-NARRATIVE
time	I-NARRATIVE
is	I-NARRATIVE
almost	I-NARRATIVE
up	I-NARRATIVE
.	I-NARRATIVE

I	B-NARRATIVE
suspect	I-NARRATIVE

this	B-NARRATIVE
may	I-NARRATIVE
be	I-NARRATIVE
the	I-NARRATIVE
case	I-NARRATIVE
,	I-NARRATIVE

as	B-ARGUMENTATIVE
when	I-ARGUMENTATIVE
we	I-ARGUMENTATIVE
cross	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
street	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
exceedingly	I-ARGUMENTATIVE
plain	I-ARGUMENTATIVE
Santa	I-ARGUMENTATIVE
Chiara	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

which	B-ARGUMENTATIVE
,	I-ARGUMENTATIVE
in	I-ARGUMENTATIVE
contrast	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
its	I-ARGUMENTATIVE
pointy	I-ARGUMENTATIVE
neighbour	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
seems	I-ARGUMENTATIVE

to	B-ARGUMENTATIVE
make	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
point	I-ARGUMENTATIVE

of	B-ARGUMENTATIVE
being	I-ARGUMENTATIVE
deliberately	I-ARGUMENTATIVE
self-effacing	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

It	B-DESCRIPTIVE
dates	I-DESCRIPTIVE
from	I-DESCRIPTIVE
the	I-DESCRIPTIVE
14th	I-DESCRIPTIVE
century	I-DESCRIPTIVE
,	I-DESCRIPTIVE

so	B-NARRATIVE
Sophia	I-NARRATIVE
tells	I-NARRATIVE
us	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
does	I-NARRATIVE
n’t	I-NARRATIVE
bother	I-NARRATIVE

to	B-NARRATIVE
take	I-NARRATIVE
us	I-NARRATIVE
in	I-NARRATIVE

but	B-NARRATIVE
leaves	I-NARRATIVE
us	I-NARRATIVE
to	I-NARRATIVE
our	I-NARRATIVE
own	I-NARRATIVE
devices	I-NARRATIVE
instead	I-NARRATIVE
.	I-NARRATIVE

I	B-ARGUMENTATIVE
do	I-ARGUMENTATIVE
n’t	I-ARGUMENTATIVE
mind	I-ARGUMENTATIVE
in	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
slightest	I-ARGUMENTATIVE

because	B-NARRATIVE
my	I-NARRATIVE
feet	I-NARRATIVE
are	I-NARRATIVE
dropping	I-NARRATIVE
off	I-NARRATIVE

and	B-NARRATIVE
if	B-NARRATIVE
I	I-NARRATIVE
do	I-NARRATIVE
n’t	I-NARRATIVE
get	I-NARRATIVE
my	I-NARRATIVE
weight	I-NARRATIVE
off	I-NARRATIVE
them	I-NARRATIVE
soon	I-NARRATIVE

I	I-NARRATIVE
’m	I-NARRATIVE
going	I-NARRATIVE
to	I-NARRATIVE
end	I-NARRATIVE
up	I-NARRATIVE

having	B-NARRATIVE
to	I-NARRATIVE
buy	I-NARRATIVE
a	I-NARRATIVE
pair	I-NARRATIVE
of	I-NARRATIVE
metal	I-NARRATIVE
replicas	I-NARRATIVE
.	I-NARRATIVE

Having	B-NARRATIVE
come	I-NARRATIVE
this	I-NARRATIVE
far	I-NARRATIVE
,	I-NARRATIVE

we	B-NARRATIVE
may	I-NARRATIVE
as	I-NARRATIVE
well	I-NARRATIVE
go	I-NARRATIVE
in	I-NARRATIVE
.	I-NARRATIVE

Its	B-ARGUMENTATIVE
Franciscan	I-ARGUMENTATIVE
simplicity	I-ARGUMENTATIVE
is	I-ARGUMENTATIVE
very	I-ARGUMENTATIVE
pleasing	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
better	I-ARGUMENTATIVE
by	I-ARGUMENTATIVE
far	I-ARGUMENTATIVE
than	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
Baroque	I-ARGUMENTATIVE
Gesù	I-ARGUMENTATIVE
Nuovo	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

In	B-DESCRIPTIVE
the	I-DESCRIPTIVE
middle	I-DESCRIPTIVE
of	I-DESCRIPTIVE
the	I-DESCRIPTIVE
back	I-DESCRIPTIVE
wall	I-DESCRIPTIVE
is	I-DESCRIPTIVE
the	I-DESCRIPTIVE
tomb	I-DESCRIPTIVE
of	I-DESCRIPTIVE
Robert	I-DESCRIPTIVE
of	I-DESCRIPTIVE
Anjou	I-DESCRIPTIVE
.	I-DESCRIPTIVE

I	B-NARRATIVE
suppose	I-NARRATIVE
,	I-NARRATIVE

as	B-NARRATIVE
one	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
kings	I-NARRATIVE
of	I-NARRATIVE
Naples	I-NARRATIVE
,	I-NARRATIVE
he	I-NARRATIVE
was	I-NARRATIVE
a	I-NARRATIVE
famous	I-NARRATIVE
person	I-NARRATIVE
in	I-NARRATIVE
his	I-NARRATIVE
day	I-NARRATIVE
,	I-NARRATIVE

but	B-NARRATIVE
I	I-NARRATIVE
’ve	I-NARRATIVE
never	I-NARRATIVE
heard	I-NARRATIVE
of	I-NARRATIVE
him	I-NARRATIVE
before	I-NARRATIVE

so	B-ARGUMENTATIVE
I	I-ARGUMENTATIVE
do	I-ARGUMENTATIVE
n’t	I-ARGUMENTATIVE
count	I-ARGUMENTATIVE
him	I-ARGUMENTATIVE
as	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
worthy	I-ARGUMENTATIVE
addition	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
my	I-ARGUMENTATIVE
collection	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

You	B-NARRATIVE
should	I-NARRATIVE
know	I-NARRATIVE

I	B-DESCRIPTIVE
’m	I-DESCRIPTIVE
no	I-DESCRIPTIVE
ordinary	I-DESCRIPTIVE
tourist	I-DESCRIPTIVE
,	I-DESCRIPTIVE
but	I-DESCRIPTIVE
a	I-DESCRIPTIVE
bit	I-DESCRIPTIVE
of	I-DESCRIPTIVE
a	I-DESCRIPTIVE
thanatourist	I-DESCRIPTIVE

besides	B-NARRATIVE
,	I-NARRATIVE
my	I-NARRATIVE
special	I-NARRATIVE
interest	I-NARRATIVE
being	I-NARRATIVE
the	I-NARRATIVE
graves	I-NARRATIVE
of	I-NARRATIVE
men	I-NARRATIVE
and	I-NARRATIVE
women	I-NARRATIVE
of	I-NARRATIVE
letters	I-NARRATIVE
.	I-NARRATIVE

In	B-DESCRIPTIVE
a	I-DESCRIPTIVE
chapel	I-DESCRIPTIVE
off	I-DESCRIPTIVE
to	I-DESCRIPTIVE
the	I-DESCRIPTIVE
right	I-DESCRIPTIVE
is	I-DESCRIPTIVE
another	I-DESCRIPTIVE
tomb	I-DESCRIPTIVE
,	I-DESCRIPTIVE
that	I-DESCRIPTIVE
of	I-DESCRIPTIVE
Philip	I-DESCRIPTIVE
of	I-DESCRIPTIVE
Bourbon	I-DESCRIPTIVE
,	I-DESCRIPTIVE
the	I-DESCRIPTIVE
idiot	I-DESCRIPTIVE
son	I-DESCRIPTIVE
of	I-DESCRIPTIVE
Charles	I-DESCRIPTIVE
III	I-DESCRIPTIVE
,	I-DESCRIPTIVE

so	B-NARRATIVE
the	I-NARRATIVE
guidebook	I-NARRATIVE
says	I-NARRATIVE
.	I-NARRATIVE

That	B-ARGUMENTATIVE
’s	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
fine	I-ARGUMENTATIVE
way	I-ARGUMENTATIVE

to	B-NARRATIVE
be	I-NARRATIVE
remembered	I-NARRATIVE

I	B-NARRATIVE
must	I-NARRATIVE
say	I-NARRATIVE
.	I-NARRATIVE

Pity	B-ARGUMENTATIVE
I	I-ARGUMENTATIVE
was	I-ARGUMENTATIVE
n’t	I-ARGUMENTATIVE
collecting	I-ARGUMENTATIVE
obscure	I-ARGUMENTATIVE
royalty	I-ARGUMENTATIVE
though	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

They	B-ARGUMENTATIVE
would	I-ARGUMENTATIVE
have	I-ARGUMENTATIVE
been	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
couple	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
good	I-ARGUMENTATIVE
ones	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

Leaving	B-NARRATIVE
the	I-NARRATIVE
church	I-NARRATIVE
(	I-NARRATIVE
and	I-NARRATIVE
the	I-NARRATIVE
rest	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
group	I-NARRATIVE
behind	I-NARRATIVE
)	I-NARRATIVE
,	I-NARRATIVE

we	B-NARRATIVE
walk	I-NARRATIVE
a	I-NARRATIVE
little	I-NARRATIVE
way	I-NARRATIVE
down	I-NARRATIVE
the	I-NARRATIVE
Spaccanapoli	I-NARRATIVE
,	I-NARRATIVE
past	I-NARRATIVE
the	I-NARRATIVE
little	I-NARRATIVE
church	I-NARRATIVE
of	I-NARRATIVE
Santa	I-NARRATIVE
Marta	I-NARRATIVE
and	I-NARRATIVE
the	I-NARRATIVE
altogether	I-NARRATIVE
much	I-NARRATIVE
grander	I-NARRATIVE
San	I-NARRATIVE
Domenico	I-NARRATIVE
Maggiore	I-NARRATIVE
.	I-NARRATIVE

We	B-NARRATIVE
are	I-NARRATIVE
heading	I-NARRATIVE
for	I-NARRATIVE
the	I-NARRATIVE
restaurant	I-NARRATIVE
with	I-NARRATIVE
the	I-NARRATIVE
bargain	I-NARRATIVE
beer	I-NARRATIVE
and	I-NARRATIVE
pizza	I-NARRATIVE
for	I-NARRATIVE
€	I-NARRATIVE
5	I-NARRATIVE

which	B-DESCRIPTIVE
is	I-DESCRIPTIVE
near	I-DESCRIPTIVE
here	I-DESCRIPTIVE
somewhere	I-DESCRIPTIVE
.	I-DESCRIPTIVE

Would	B-OTHER
n’t	I-OTHER
you	I-OTHER
know	I-OTHER
it	I-OTHER
!	I-OTHER

It	B-DESCRIPTIVE
’s	I-DESCRIPTIVE
not	I-DESCRIPTIVE
open	I-DESCRIPTIVE
yet	I-DESCRIPTIVE

but	B-DESCRIPTIVE
a	I-DESCRIPTIVE
café	I-DESCRIPTIVE
further	I-DESCRIPTIVE
up	I-DESCRIPTIVE
is	I-DESCRIPTIVE
.	I-DESCRIPTIVE

With	B-NARRATIVE
relief	I-NARRATIVE
,	I-NARRATIVE
I	I-NARRATIVE
take	I-NARRATIVE
a	I-NARRATIVE
seat	I-NARRATIVE

and	B-NARRATIVE
order	I-NARRATIVE
a	I-NARRATIVE
birra	I-NARRATIVE
grande	I-NARRATIVE
and	I-NARRATIVE
a	I-NARRATIVE
glass	I-NARRATIVE
of	I-NARRATIVE
white	I-NARRATIVE
wine	I-NARRATIVE
for	I-NARRATIVE
Iona	I-NARRATIVE

whilst	B-NARRATIVE
we	I-NARRATIVE
study	I-NARRATIVE
the	I-NARRATIVE
menu	I-NARRATIVE
.	I-NARRATIVE

We	B-NARRATIVE
should	I-NARRATIVE
have	I-NARRATIVE
a	I-NARRATIVE
Margherita	I-NARRATIVE

I	B-NARRATIVE
suppose	I-NARRATIVE
.	I-NARRATIVE

It	B-NARRATIVE
was	I-NARRATIVE
for	I-NARRATIVE
the	I-NARRATIVE
queen	I-NARRATIVE
of	I-NARRATIVE
Umberto	I-NARRATIVE
I	I-NARRATIVE

that	B-NARRATIVE
this	I-NARRATIVE
pizza	I-NARRATIVE
was	I-NARRATIVE
invented	I-NARRATIVE
.	I-NARRATIVE

Up	B-NARRATIVE
until	I-NARRATIVE
this	I-NARRATIVE
time	I-NARRATIVE
,	I-NARRATIVE
the	I-NARRATIVE
pizza	I-NARRATIVE
was	I-NARRATIVE
the	I-NARRATIVE
food	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
poor	I-NARRATIVE
with	I-NARRATIVE
a	I-NARRATIVE
topping	I-NARRATIVE
of	I-NARRATIVE
tomatoes	I-NARRATIVE
only	I-NARRATIVE
,	I-NARRATIVE

but	B-NARRATIVE
for	I-NARRATIVE
the	I-NARRATIVE
Queen	I-NARRATIVE
,	I-NARRATIVE
mozzarella	I-NARRATIVE
and	I-NARRATIVE
basil	I-NARRATIVE
were	I-NARRATIVE
added	I-NARRATIVE

to	B-NARRATIVE
mimic	I-NARRATIVE
the	I-NARRATIVE
national	I-NARRATIVE
colours	I-NARRATIVE
.	I-NARRATIVE

Food	B-ARGUMENTATIVE
fit	I-ARGUMENTATIVE
for	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
queen	I-ARGUMENTATIVE
it	I-ARGUMENTATIVE
may	I-ARGUMENTATIVE
be	I-ARGUMENTATIVE

and	B-ARGUMENTATIVE
it	I-ARGUMENTATIVE
may	I-ARGUMENTATIVE
look	I-ARGUMENTATIVE
pretty	I-ARGUMENTATIVE
enough	I-ARGUMENTATIVE

to	B-NARRATIVE
eat	I-NARRATIVE

but	B-ARGUMENTATIVE
it	I-ARGUMENTATIVE
sounds	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
bit	I-ARGUMENTATIVE
boring	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
me	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

so	B-NARRATIVE
in	I-NARRATIVE
the	I-NARRATIVE
end	I-NARRATIVE
I	I-NARRATIVE
opt	I-NARRATIVE
for	I-NARRATIVE
a	I-NARRATIVE
calzone	I-NARRATIVE

which	B-NARRATIVE
I	I-NARRATIVE
’ve	I-NARRATIVE
never	I-NARRATIVE
tried	I-NARRATIVE
before	I-NARRATIVE
.	I-NARRATIVE

When	B-OTHER
in	I-OTHER
Naples	I-OTHER
…	I-OTHER

It	B-ARGUMENTATIVE
takes	I-ARGUMENTATIVE
an	I-ARGUMENTATIVE
age	I-ARGUMENTATIVE

to	B-NARRATIVE
come	I-NARRATIVE
,	I-NARRATIVE

so	B-NARRATIVE
I	I-NARRATIVE
order	I-NARRATIVE
another	I-NARRATIVE
beer	I-NARRATIVE
,	I-NARRATIVE
this	I-NARRATIVE
time	I-NARRATIVE
a	I-NARRATIVE
media	I-NARRATIVE

because	B-NARRATIVE
by	I-NARRATIVE
now	I-NARRATIVE
I	I-NARRATIVE
have	I-NARRATIVE
seen	I-NARRATIVE
the	I-NARRATIVE
price	I-NARRATIVE

and	B-DESCRIPTIVE
a	I-DESCRIPTIVE
grande	I-DESCRIPTIVE
costs	I-DESCRIPTIVE
as	I-DESCRIPTIVE
much	I-DESCRIPTIVE

as	B-DESCRIPTIVE
our	I-DESCRIPTIVE
whole	I-DESCRIPTIVE
meal	I-DESCRIPTIVE
would	I-DESCRIPTIVE
have	I-DESCRIPTIVE
at	I-DESCRIPTIVE
the	I-DESCRIPTIVE
other	I-DESCRIPTIVE
place	I-DESCRIPTIVE
.	I-DESCRIPTIVE

The	B-ARGUMENTATIVE
calzone	I-ARGUMENTATIVE
itself	I-ARGUMENTATIVE
costs	I-ARGUMENTATIVE
€	I-ARGUMENTATIVE
7.50	I-ARGUMENTATIVE
(	I-ARGUMENTATIVE
much	I-ARGUMENTATIVE
dearer	I-ARGUMENTATIVE
than	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
Margherita	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
ironically	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
cheapest	I-ARGUMENTATIVE
on	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
menu	I-ARGUMENTATIVE
)	I-ARGUMENTATIVE

and	B-NARRATIVE
when	I-NARRATIVE
it	I-NARRATIVE
comes	I-NARRATIVE
,	I-NARRATIVE

I	B-NARRATIVE
see	I-NARRATIVE

why	B-NARRATIVE
it	I-NARRATIVE
has	I-NARRATIVE
been	I-NARRATIVE
so	I-NARRATIVE
long	I-NARRATIVE
—	I-NARRATIVE

they	B-ARGUMENTATIVE
have	I-ARGUMENTATIVE
been	I-ARGUMENTATIVE
lovingly	I-ARGUMENTATIVE
burning	I-ARGUMENTATIVE
it	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
crisp	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

I	B-NARRATIVE
cut	I-NARRATIVE
off	I-NARRATIVE
the	I-NARRATIVE
worst	I-NARRATIVE
bits	I-NARRATIVE

and	B-NARRATIVE
open	I-NARRATIVE
it	I-NARRATIVE
up	I-NARRATIVE

to	B-ARGUMENTATIVE
remove	I-ARGUMENTATIVE
all	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
nasty	I-ARGUMENTATIVE
mushrooms	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

I	B-ARGUMENTATIVE
would	I-ARGUMENTATIVE
have	I-ARGUMENTATIVE
been	I-ARGUMENTATIVE
better	I-ARGUMENTATIVE
off	I-ARGUMENTATIVE

having	B-NARRATIVE
a	I-NARRATIVE
Margherita	I-NARRATIVE
and	I-NARRATIVE
a	I-NARRATIVE
grande	I-NARRATIVE
.	I-NARRATIVE

***	B-NONE

Now	B-DESCRIPTIVE
we	I-DESCRIPTIVE
are	I-DESCRIPTIVE
rested	I-DESCRIPTIVE
,	I-DESCRIPTIVE

night	B-NARRATIVE
has	I-NARRATIVE
fallen	I-NARRATIVE

and	B-NARRATIVE
I	I-NARRATIVE
want	I-NARRATIVE

to	B-NARRATIVE
go	I-NARRATIVE
out	I-NARRATIVE
again	I-NARRATIVE
,	I-NARRATIVE

to	B-NARRATIVE
take	I-NARRATIVE
Sophia	I-NARRATIVE
’s	I-NARRATIVE
advice	I-NARRATIVE
,	I-NARRATIVE

to	B-NARRATIVE
walk	I-NARRATIVE
down	I-NARRATIVE
to	I-NARRATIVE
the	I-NARRATIVE
Castel	I-NARRATIVE
dell	I-NARRATIVE
’	I-NARRATIVE
Ovo	I-NARRATIVE

and	B-NARRATIVE
drop	I-NARRATIVE
in	I-NARRATIVE
to	I-NARRATIVE
the	I-NARRATIVE
Gambrinus	I-NARRATIVE
on	I-NARRATIVE
the	I-NARRATIVE
way	I-NARRATIVE
back	I-NARRATIVE
.	I-NARRATIVE

La	B-ARGUMENTATIVE
Belle	I-ARGUMENTATIVE
Dame	I-ARGUMENTATIVE
Sans	I-ARGUMENTATIVE
Merci	I-ARGUMENTATIVE
reluctantly	I-ARGUMENTATIVE
comes	I-ARGUMENTATIVE
along	I-ARGUMENTATIVE

to	B-NARRATIVE
keep	I-NARRATIVE
an	I-NARRATIVE
eye	I-NARRATIVE
on	I-NARRATIVE
me	I-NARRATIVE
.	I-NARRATIVE

The	B-ARGUMENTATIVE
Piazza	I-ARGUMENTATIVE
Plebiscito	I-ARGUMENTATIVE
is	I-ARGUMENTATIVE
mobbed	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

It	B-NARRATIVE
looks	I-NARRATIVE

as	B-NARRATIVE
if	I-NARRATIVE
all	I-NARRATIVE
Naples	I-NARRATIVE
and	I-NARRATIVE
his	I-NARRATIVE
wife	I-NARRATIVE
and	I-NARRATIVE
children	I-NARRATIVE
are	I-NARRATIVE
here	I-NARRATIVE
,	I-NARRATIVE

most	B-NARRATIVE
heading	I-NARRATIVE
the	I-NARRATIVE
same	I-NARRATIVE
way	I-NARRATIVE
we	I-NARRATIVE
are	I-NARRATIVE
,	I-NARRATIVE
towards	I-NARRATIVE
the	I-NARRATIVE
bay	I-NARRATIVE
and	I-NARRATIVE
the	I-NARRATIVE
castle	I-NARRATIVE
.	I-NARRATIVE

But	B-NARRATIVE
then	I-NARRATIVE
I	I-NARRATIVE
have	I-NARRATIVE
heard	I-NARRATIVE

that	B-ARGUMENTATIVE
Italian	I-ARGUMENTATIVE
television	I-ARGUMENTATIVE
is	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
worst	I-ARGUMENTATIVE
in	I-ARGUMENTATIVE
Europe	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

where	B-NARRATIVE
even	I-NARRATIVE
game	I-NARRATIVE
shows	I-NARRATIVE
with	I-NARRATIVE
housewives	I-NARRATIVE
taking	I-NARRATIVE
their	I-NARRATIVE
clothes	I-NARRATIVE
off	I-NARRATIVE
fail	I-NARRATIVE

to	B-NARRATIVE
attract	I-NARRATIVE
viewers	I-NARRATIVE
.	I-NARRATIVE

But	B-NARRATIVE
you	I-NARRATIVE
can	I-NARRATIVE
see	I-NARRATIVE
why	I-NARRATIVE
:	I-NARRATIVE

this	B-DESCRIPTIVE
is	I-DESCRIPTIVE
where	I-DESCRIPTIVE
the	I-DESCRIPTIVE
real	I-DESCRIPTIVE
action	I-DESCRIPTIVE
is	I-DESCRIPTIVE
.	I-DESCRIPTIVE

Everywhere	B-NARRATIVE
you	I-NARRATIVE
look	I-NARRATIVE

(	B-ARGUMENTATIVE
though	I-ARGUMENTATIVE
I	I-ARGUMENTATIVE
try	I-ARGUMENTATIVE
very	I-ARGUMENTATIVE
hard	I-ARGUMENTATIVE
not	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
)	I-ARGUMENTATIVE

lovers	B-ARGUMENTATIVE
are	I-ARGUMENTATIVE
eating	I-ARGUMENTATIVE
each	I-ARGUMENTATIVE
other	I-ARGUMENTATIVE
’s	I-ARGUMENTATIVE
faces	I-ARGUMENTATIVE
off	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

Presently	B-NARRATIVE
we	I-NARRATIVE
turn	I-NARRATIVE
onto	I-NARRATIVE
the	I-NARRATIVE
Via	I-NARRATIVE
Partenope	I-NARRATIVE
.	I-NARRATIVE

There	B-DESCRIPTIVE
are	I-DESCRIPTIVE
some	I-DESCRIPTIVE
very	I-DESCRIPTIVE
swanky	I-DESCRIPTIVE
hotels	I-DESCRIPTIVE
here	I-DESCRIPTIVE

and	B-DESCRIPTIVE
in	I-DESCRIPTIVE
their	I-DESCRIPTIVE
reflected	I-DESCRIPTIVE
light	I-DESCRIPTIVE
,	I-DESCRIPTIVE
a	I-DESCRIPTIVE
flotilla	I-DESCRIPTIVE
of	I-DESCRIPTIVE
boats	I-DESCRIPTIVE
and	I-DESCRIPTIVE
yachts	I-DESCRIPTIVE
are	I-DESCRIPTIVE
bobbing	I-DESCRIPTIVE
gently	I-DESCRIPTIVE

while	B-DESCRIPTIVE
Vesuvius	I-DESCRIPTIVE
looms	I-DESCRIPTIVE
darkly	I-DESCRIPTIVE
in	I-DESCRIPTIVE
the	I-DESCRIPTIVE
distance	I-DESCRIPTIVE
.	I-DESCRIPTIVE

And	B-DESCRIPTIVE
up	I-DESCRIPTIVE
there	I-DESCRIPTIVE
,	I-DESCRIPTIVE
floodlit	I-DESCRIPTIVE
,	I-DESCRIPTIVE
is	I-DESCRIPTIVE
the	I-DESCRIPTIVE
bulk	I-DESCRIPTIVE
of	I-DESCRIPTIVE
the	I-DESCRIPTIVE
Castel	I-DESCRIPTIVE
dell	I-DESCRIPTIVE
’	I-DESCRIPTIVE
Ovo	I-DESCRIPTIVE

sitting	B-DESCRIPTIVE
on	I-DESCRIPTIVE
its	I-DESCRIPTIVE
own	I-DESCRIPTIVE
little	I-DESCRIPTIVE
promontory	I-DESCRIPTIVE
like	I-DESCRIPTIVE
a	I-DESCRIPTIVE
galleon	I-DESCRIPTIVE
turned	I-DESCRIPTIVE
to	I-DESCRIPTIVE
stone	I-DESCRIPTIVE
by	I-DESCRIPTIVE
the	I-DESCRIPTIVE
Gorgon	I-DESCRIPTIVE

as	B-DESCRIPTIVE
it	I-DESCRIPTIVE
was	I-DESCRIPTIVE
heading	I-DESCRIPTIVE
out	I-DESCRIPTIVE
to	I-DESCRIPTIVE
sea	I-DESCRIPTIVE
.	I-DESCRIPTIVE

It	B-ARGUMENTATIVE
’s	I-ARGUMENTATIVE
impressive	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
like	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
Palazzo	I-ARGUMENTATIVE
Reale	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

but	B-ARGUMENTATIVE
it	I-ARGUMENTATIVE
is	I-ARGUMENTATIVE
too	I-ARGUMENTATIVE
square	I-ARGUMENTATIVE

to	B-ARGUMENTATIVE
be	I-ARGUMENTATIVE
really	I-ARGUMENTATIVE
interesting	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

architecturally	B-NARRATIVE
speaking	I-NARRATIVE
,	I-NARRATIVE

